"HITID","name","intro","gender","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3B9XR6P1WEA2DENTOU9J03G22BNBJS","新唐遗玉","成为农家女？附赠严厉老娘一位——亲自教学，捣蛋就要被扫帚打PP；书虫大哥一个——腹黑天性，以逗弄自己为乐；调皮二哥一枚——挨揍不断，专门负责“活跃”气氛。但是，请问，一家之主的爹，您闪去哪里了？  算了，没有爹，还有娘，两个哥哥傍身旁，日子照样过，长安任我闯！  *******  新书《红茱记》已上传，书号：3565842。求点击求收藏求推荐！日更！","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:06:15 UTC"
"3KVQ0UJWPX0MUI6JUJ1LM7AIUBA5WG","回春坊","传说，观音大士的羊脂玉净瓶里面，可以装一海的水！  传说，羊脂玉净瓶里面的水，洒落人间，大地绿野，枯木春回！  一份神秘的邮件，一只劣质品的玉净瓶，带给了即墨青莲别样人生！  传说，从这里开始……","female","A2WGW5Y3ZFBDEC","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:54:09 UTC"
"32CXT5U14GISPW0GXHTNG3ZCBLZU87","金枝","她自负才智出众，又力求样样做到最好，本以为当一个夫唱妇随的贤内助当是不会辱没她未来夫婿。可惜她青梅竹马的未婚夫并不这么想，所以最后她落得个家破人亡的下场。最后老天也看不过去了，给了她一次改过自新的机会……（作者文案无能，还是看文吧〒_〒）","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:37:47 UTC"
"34ZTTGSNJX3TQEUSJC3OJFVMBJJQHD","种田纪事","什么？穿成官家小姐？NONONO，这不是本姑娘要的。要什么？嗯，修修仙，种种田吧。这个时空不能修仙？那只好勉为其难种种田喽什么？不能走？那就跑喽～也不能跑？那就偷跑喽～也不能偷跑？那就偷偷偷偷偷偷偷偷的跑喽～～","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:10:43 UTC"
"3FI30CQHVKYQPJ8M4BFURZBXG53B6M","超级电脑","陈旭的电脑丢了，于是他想了个法子。  拿一张很厚的纸，用不容易褪色的黑墨水在纸上写上以下一段话：  “我的子孙，我是你们的先祖陈旭，现在时间是2006年9月1日北京时间12点07分，今天你们先祖我遭遇了人生最惨淡的事情——在我大学开学的第一天，我价值八千块钱的笔记本电脑被偷了。如果你是我的后辈，那就帮先祖我做点事情吧。  如果你们那个时代已经出现了传说中的时光机，那么请寄一部笔记本电脑到我现在所处的时间段，地址是XX省，XX市合协大学14栋楼207寝室。”  一分钟之后，一台来自未来的电脑从天而降……  本书有精彩的校园生活，飞扬而美丽的女孩儿，那些精彩的、难以忘怀的回忆，那段我们一生当中的，黄金时代。","male","A2WGW5Y3ZFBDEC","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:53:37 UTC"
"3HA5ODM5KA7ALV4PG59XTG1W1MFVSX","超级教师","【网文圈有史以来最成功的教师题材小说，青春校园第一大神张君宝成名力作】  模仿跟风者众，却从未被超越的神作，被乐视网改编成影视剧《stb超级教师》，观众人次已突破5亿，百度搜索风云榜电视剧分类第5。  ~  ~  我的口号是：“凡是叛徒，统统都应该下地狱；凡是我的学生，一定要成才！因为我是中海有史以来的超级教师。”  [风格]：轻松、趣味、high到爽，正能量到爆！","male","A8TIL9U6YHG5","女性读者","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:49:56 UTC"
"3ZVPAMTJWNIF2JEHCLA635TQS58RGG","寒门崛起","这是一个就业路上屡被蹂躏的古汉语专业研究生，回到了明朝中叶，进入了山村一家幼童身体后的故事。  木讷父亲泼辣娘，一水的极品亲戚，农家小院是非不少。好在，咱有几千年的历史积淀，四书五经八股文，专业也对口，谁言寒门再难出贵子。  国力上升垂拱而治；  法纪松弛，官纪慵散；  有几只奸臣，也闹点倭寇；  但总体上可以说，这是士大夫自由滋生的沃土。  一个寒门崛起的传奇也就从这里生长了。  谨以此文向所有的穿越经典致敬。  PS：寒门崛起书友群：219，803，021；寒门崛起全订阅群：254，292，459欢迎大家入群互相交流。我的微博名：朱郎才尽微博，欢迎大家与我沟通交流。","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:08:56 UTC"
"3X52SWXE0XK7T3FY9TOT0DGSMSVWCE","傲娇女神，逆袭吧！","乡巴佬萧柔还没有开始她的豪门生活就已经死了。  然后另外一个女孩来到了她的身上。  从此不管是以前害死萧柔的人还是嫌弃她的人都发生了天翻地覆的变化。  这天，萧柔伸了一个懒腰，慵懒的说道，“嘿，008，斗渣吧！”","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:24:57 UTC"
"3ACRLU860NTU2Y11ATYS3N3AX3RBE7","大妆","前世身为嫡房嫡孙女的她，在家变后流离惨死  今生她倚在软榻之上，看着跪在面前的当朝权臣  冷冷弹出指尖一点胭脂沫子  ——晚了，三叔。  真正高明的宅斗强者，  应该是吃人不吐骨头，杀人不见血光。  从五不娶的丧妇长女，到风光尊荣的诰命大妆  靠的不只是三分运气，还有十分眼光！  ————————————  已有完结书《闺范》~欢迎大家新坑旧坑一起跳~","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:12:51 UTC"
"3JY0Q5X05JLODT53WAGU41FJQWXGG9","我欲封天","我若要有  天不可无  我若要无  天不许有！  这是一个起始于第八山与第九山之间的故事  一个“我命如妖欲封天”的世界！  这是耳根继《仙逆》《求魔》后，创作的第三部长篇小说《我欲封天》","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:10:57 UTC"
"3QMELQS6Y5QD5QPB081KREG1YR5R6E","唐门高手在异世","宁遇阎罗王，莫惹唐门郎！  行走在黑暗之中，卑鄙却不失本性，无耻却不丢风度的勾魂使者！  一个唐门弟子重生到一个全是女子组成的门派之后的故事。  老天顺我老天昌，老天逆我叫他亡！  ……………………","male","A2R2YZTSME1K3F","男性读者","A3GLMBZSG3VU4P","男性读者","Yes","男性读者","2018-02-04 21:52:02 UTC"
"3H6W48L9F44QNSO2EYAZKDFZLBAWPS","重生之意随心动","一个大千世界的普通宅女，在她三十三生日时猛然发现自己重回婴儿时期。震惊后，她满心激动。  重生了，她要重新活一遍；重生了，上天送了她一个变异大脑；重生了，她要改变前世父母糟糕的命运；重生了，她要实现前世未了的遗憾.....  当她改变父母命运后，本打算低调平凡过这一生，上天又有送她一份大奖，而她是否要接受呢？  那无悔无怨的守护，那执着而深情的绿眸，那细如密网的情思又岂是她说能躲就躲得掉的？  －－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－  休息一段时间，觞又回来了，发了新文，《步步青莲》，求支持，求推荐，求收藏！","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:51:04 UTC"
"35JDMRECC4OQTF9CQFQ64YU7DGIGES","一念永恒","一念成沧海，一念化桑田。一念斩千魔，一念诛万仙。  唯我念……永恒  这是耳根继《仙逆》《求魔》《我欲封天》后，创作的第四部长篇小说《一念永恒》","male","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:36:39 UTC"
"3PEG1BH7AE6XOYTB6F9V1IGFH0NBKR","项链里的空间","发现外公留给自己的项链里有空间  开始起种田的生活","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:28:05 UTC"
"3BPP3MA3TCZ6F7ND16NMHQZF9X4LE3","木仙府种田纪事","一位亲情爱情都严重缺失的二十六岁女子，大学毕业后无意中得到一枚拥有储物和种植双重功能的空间戒指，于是自我放逐的在全国各地游荡，摄影绘画。后来身心疲惫，想要找个风景秀丽的山村隐居之时，却意外的穿越到一个物种极度贫乏的异时空，一时之间，她空间内原本极为普通常见的水果、蔬菜、水稻都成了独一无二的巨宝。  这是命运的另一场考验？  还是上天的神来之笔？  是隐居山村，过平静自在，衣食无忧的日子？  还是拿出物种，广播天下，造福百姓？  她，一介身怀巨宝的弱女子，究竟该何去何从？  （本文慢热，无宫斗宅斗，以温馨居家为主，盖房种地、收养孩子、周游天下！！！书友群号：四二七三七七九六，欢迎喜欢本文的朋友们聊天啊！）","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:26:04 UTC"
"37SOB9Z0SSC3597GCM6QYZVII8F3LV","都市呆萌录","菩提寺是个和尚庙，却住着个五岁半的幼童，性别：女！  从来不知道女人是神马东西的小和尚一直以为自己是个纯爷们，法号：净尘！  为了不耽误小和尚的人生，住持师傅忍痛将她给踢下了山，美其名曰：不入红尘，如何能看破红尘！  养父是个洁身自好又多金帅气的极品冰山美男，属性：儿控！  于是，光头妞妹纸每天的嘿皮就是惹惹祸找找麻烦打打架收拾收拾皮痒的家伙，幼稚园时她把小学生打了，小学时她把初中生打了，初中时她把高中生打了，高中时……她直接把误闯国界的外籍兵团给揍了！！  佛曰：施主，你输了！  其实这就是一个自以为是汉子其实是妹纸的天然呆萌小和尚在纯爷们的道路上越走越远的故事～！","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:50:51 UTC"
"3OEWW2KGQJQ9TMCAI3SU3PLO4Q8DOJ","斗罗大陆II绝世唐门","大陆传奇，一战成名；凤凰圣女，风火流星神界刀法；双升融合，金阳蓝月，雷霆之怒，这里没有魔法，没有斗气，没有武术，却有武魂。唐门创立万年之后的斗罗大陆上，唐门式微。一代天骄横空出世，新一代史莱克七怪能否重振唐门，谱写一曲绝世唐门之歌？  百万年魂兽，手握日月摘星辰的死灵圣法神，导致唐门衰落的全新魂导器体系。一切的神奇都将一一展现。  唐门暗器能否重振雄风，唐门能否重现辉煌，一切尽在《斗罗大陆》第二部——《绝世唐门》！","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:25:07 UTC"
"3JUDR1D0D66PBORA0R0HWBPKM022Q8","诛仙（电视名：诛仙青云志）","这世间本是没有什么神仙的，但自太古以来，人类眼见周遭世界，诸般奇异之事，电闪雷鸣，狂风暴雨，又有天灾人祸，伤亡无数，哀鸿遍野，决非人力所能为，所能抵挡。遂以为九天之上，有诸般神灵，九幽之下，亦是阴魂归处，阎罗殿堂。于是神仙之说，流传于世。无数人类子民，诚心叩拜，向着自己臆想创造出的各种神明顶礼膜拜，祈福诉苦，香火鼎盛……  方今之世，正道大昌，邪魔退避。中原大地山灵水秀，人气鼎盛，物产丰富，为正派诸家牢牢占据。其中尤以“青云门”、“天音寺”、和“焚香谷”为三大支柱，是为领袖。  这个故事，便是从“青云门”开始的。","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:05:57 UTC"
"3HKIF5DF6YC9YJIVI4AKCKTWMJ2G9I","星际之机甲无敌","穿越为银河帝国天才帅少的废材未婚妻，叶倾淡定地表示要将废材之名进行到底。  只是天生异能难自弃，承袭暗黑精神力，加上附赠的一只具有终极变形功能、上的了战场下的了厨房的机甲管家，想要低调也不容易。  从银河帝国到自由行星同盟，一路并肩战斗，携手同行。  星河璀璨，机甲无敌。  －－－－－－－－－  男主定了，就是RX，人和机械人之恋！","female","A8TIL9U6YHG5","女性读者","A2WGW5Y3ZFBDEC","男性读者","No","no_agreement","2018-02-04 22:01:01 UTC"
"308KJXFUJRLR87E6UANR7YJ5IVSTAJ","鬼吹灯（盗墓者的经历）","远古的文明，失落的宝藏，神秘莫测的古墓。   一本主人公家中传下来的秘书残卷为引，三位当代摸金校尉，在离奇诡异的地下世界中，揭开一层层远古的神秘面纱。  昆仑山大冰川下的九层妖楼，这里究竟是什么？藏着消失的古代魔国君王陵寝，诡异殉葬沟，神秘云母，地下九层“金”字高塔，堆满奇特古装的干枯骨骸。这里又有那些未知生物？漫天带火瓢虫袭来，巨大神秘爬行怪物。一群人险死求生！","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:11:53 UTC"
"3XDJY5RK5S0R6VDELE3AZRJ79Z3U40","权阀嫡女","她，是楚氏家族人人指为荒淫残暴的嫡长女。  在继承人的竞争中，惨败下来。  被毒哑，被下药失去行动能力。  被成为家族利益的棋子，和死人成亲。  更是被家族无情抛弃，在罗城，被人残忍杀害。  老天，给了她第二次生命。  她，重生在母亲难产而死的前八个月……  这一次，她是选择刻骨的情爱？还是依旧，奔赴颠峰的权利？","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:39:52 UTC"
"3OCZWXS7ZOM6JOUKQ5UJDWT2W465LN","江山美色","他本来以为乱世之中，做土匪是份很有前途的工作，没有想到的是，他竟然成为朝廷的红人，杨广最信任之人。  当他红的发紫，想要一展宏图的时候，却是无奈的发现，世道乱了，乱的一塌糊涂，乱的不可收拾。  萧布衣以布衣起家，白手天下，铁骑纵横，莫谁敢挡！  －－－－－－  墨武2016年三国类新书《偷香》已经在起点发布了，简介下方有传送门，字数已经超百万了！欢迎朋友们前去捧场！","male","A2NJTYYY37DNO","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:10:59 UTC"
"3Q7TKIAPOTP1N19D5BC2B8HU9L3DL2","压寨将军","到底是压寨将军，还是将军压寨？  一个山间横行的土匪头子，一个江湖色变的大姐头。  三个男人，呆子书生、风流公子、面瘫大将军。  通通一瞥到相识，种种的历经。最后才知道，其实自己要的从来都是那样，一直不变。  感谢小麦子妹夫的封面~哇哈哈","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:08:56 UTC"
"356ZPKYPUHWUCXJ2TZSN5A0FWJAYPT","怪厨","白路在一个神奇的监狱长大，学会许多古怪本领。  更得到神传厨道，拥有绝世厨艺。  机缘巧合，来到首都开店，从此世上有了一间古怪的饭店，多了一个古怪的厨师，发生了许多古怪的事情。  怪厨白路。","male","A8TIL9U6YHG5","男、女读者都可以","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:52:09 UTC"
"30IRMPJWDZYK45A02CVL1XLJZMPRKJ","锦绣民国","二十二世纪的女将军重生为民国时期的内宅小姐......  生于保守派家庭，自小养在深闺，没有留洋、不懂时髦是她的标签。  却嫁了显赫的督军为继室。  笑我土？！  还笑我土？！！  再笑我土！！！  非要逼得我忍无可忍告诉你们，我是来自二百年后吗？  ——*——*——  本文架空民国，不涉及时局与政治，只谈风月，放心跳坑！","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:06:47 UTC"
"3P888QFVX393IVGFNPYE3OSNN5XQO1","君临","此刀当碎虚空界，此剑当开造化权！血戮尘寰世无双，傲视三界笑红尘！","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:50:52 UTC"
"3QGTX7BCHPHQODBO56LSLB40BDDZ5Z","宅师","宅，不仅是生活，更是一种境界！阴宅阳宅，青乌堪舆，上仰观天象，下俯察地理，中参人和，把握天地变化之玄奥至理，预知福祸吉凶。  其中不仅有价值万金，常人梦寐以求的风水法器，另外还有可遇而不可求，神秘莫测，不可思议的风水格局。寻龙点穴，一指江山，寅葬卯发，催官显贵，化煞生旺。  总而言之，这是一个家居设计师，无意中遭遇到天上掉下来的罗盘擦伤之后，懵懵懂懂成为了世人眼中的风水大师的传奇故事……","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:09:58 UTC"
"3XJOUITW8U6JVNLNJ6KDXYYAMDETQQ","珠光宝鉴","被豪门未婚夫抛弃？有什么关系，我自有我的精彩！  世上珍宝，真真假假尽在我掌握！我卖学识，卖异能，就是不卖后悔药！  只是那个谁，你干嘛老是阴魂不散地跟在我身边？  （已完结《重生之破茧》、《古代剩女的春天》，坑品有保证，请放心跳坑~~~新书上传，求推荐票，求收藏~~~~）  *********感谢沐水游做的封面，摁倒狂亲********  （卡通伶帮忙建了一个群，想要交流的人可以加，本群是正版订阅读者群，要用起点的账户名称验证，进群得截图哦：群号195684583）","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:37:01 UTC"
"3C8QQOM6JPGIVCPZXPDD25X71QBLIC","重生之再难平凡","她不知为什么会发生这一切，她重生了，来到了一个陌生的家庭，好吧既来之则安之。只是为什么会这样，妈妈为什么不喜欢她？唉！叹口气咱认命。  意外得到了前世的木珠手链，只是这是什么情况？自己这是在哪？为什么见不到其他人？.....  好吧，咱坦然受之。  翡翠，咱能凭借空间帮助能百发百中，要不要继续......","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:44:08 UTC"
"3LVTFB9DE5XFQIZHZ6L6YFJLWJ6QGE","军妆","家族巨变，亲人俱亡，洛叶以命相搏终报得家仇，被枪杀的瞬间重回中学时代，那时，父亲还在，母亲未亡。洛叶下定决心成为亲人的骄傲，恋人的臂膀，朋友的依靠。且看洛叶占尽先机，成为最耀眼的军中之王，报家仇，圆梦想！  一句话简介：爱红妆更爱军妆，重生高干女的保家圆梦之旅！  ......  新书《八零小军妻》上传中，宠文，请放心跳坑","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:10:03 UTC"
"33QQ60S6ASXA77VD2DG8NOTUSNO0UR","重生打造完美家园","重生了，她变成恋家狂。环境不来就她，她就创造环境。赚钱是必要的，让邻居先富起来。事业是必需的，让朋友先做起来。开店是必不可少的，让亲戚先担起来。让她当领导，千万别。让她当总裁，可不要。  她就爱在完美的家园里，做个懒懒米虫。  可是，现在什么情况？男人一个比一个极品，一个比一个王子，一个比一个强大，让她太伤脑筋。  “你们中谁能先当米虫，我就选谁！”  她说出唯一条件，继续慢慢耕田——  已有完结VIP作品——凤家女，请大家放心追看！  新书《掌事》已经上传，也请大家继续支持。要冲榜，广求推荐票。","female","A8TIL9U6YHG5","女性读者","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:33:06 UTC"
"3NKW03WTLMMBN4PHEBPOKI59Q7WQWD","半路情缘","即使是一朵最平凡的花，也要保持自己的美丽  第一部  三十岁的女人如她，面对爱情还能有激情么？  当然，是不是爱情还不能确定，但是能确定的是，她对这个一口一个“姐姐”的“海归精英”，第一印象不是很好，不！是很不好！  第二部  单纯固执女对油滑世故男！  每个人心里都有坚持的准则，每个人都向往美好的感情！  第三部  这世界上狗尾巴草太多了，挑来挑去杂草迷了眼睛，终于挑到一个老草－－－－而且还是一个认识了很久的老狗尾巴草！  好吧，非要说这狗尾巴草和别的狗尾巴草有什么不同的话，那就是，这个狗尾巴草特别坚韧，风催不倒雨打不死火烧不尽！  －－－－－－－－－－－  新书《蜗牛姑娘勇敢向前走》pk中，请把粉红票投给它吧！直通车在下面！囧  书友群：34194069","female","A2NJTYYY37DNO","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:11:07 UTC"
"3OWZNK3RYL4H3HYRH0KM6CM9PL82UD","崩坏星河","随着星际殖民时代的开启，人类终于将文明核心价值观散布到了广袤的星河之中。粉碎星球的战舰巨炮为漆黑寒冷的宇宙点燃了正能量之火，大炮射程之内，遍地真理！  这是最好的时代，这是最坏的时代。  这是一个周游列国，行侠仗义的故事。  这是一个遍赏群芳，绝不负责的故事。  读者群：老群  崩坏星河虫卵孵化井 145108957  新群：崩坏星河 482605483","male","A8TIL9U6YHG5","男、女读者都可以","A2WGW5Y3ZFBDEC","男性读者","No","no_agreement","2018-02-04 21:53:04 UTC"
"3X2YVV51PUJN6050TWZ9JHX1IV4W1O","御夫","到手的未婚夫飞到了人家锅里，她忍！  闪电成亲，被嫁给了个二十八岁的老男人。  是可忍，孰不可忍！  十四岁之前，她的志向是祸害苍生  十四岁之后，她只想先祸害掉这个假装纯良的腹黑大叔。  %%%  这是琴儿的第六本书，坑品看得见，快收藏吧！谢谢！  “御”字系列另外四本《御佛》《御人》《御主》《御宠》,欢迎大家品鉴！","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:16:05 UTC"
"3ICOHX7ENCQTIBYRCD13J67R6ZU0EA","好事多磨","新书《庶女攻略》，一部庶女奋斗史……7月参加PK，欢迎姊妹们去踩！  ******************  ******************  谢谢影提供的读者群：62133879敲门砖：女主的小名  谢谢小色鱼画的封面。","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:50:04 UTC"
"3THR0FZ95P8SRY02VKQIM2TTDZAOLA","大周皇族","天地二魂常在外，唯有命魂住其身。  命魂住胎，衍化七魄。  每个人的生命，都是从命魂住胎开始的，但方云的生命，却是从终结的那一刻开始的……  真正的皇族，不是来自于血统的传承，而是来自命格和灵魂层面的高贵！","male","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:49:06 UTC"
"37Y5RYYI0PK2PK9KGKAFH1YHHXNSXX","六宫","顾家琪深信没有打不死的鸳鸯  只有不用心的烂柴禾  家斗宅斗深宫斗，来多少她接多少  这俗世红尘，恩怨情仇，万般纠葛，争是生，不争是死  今生来世都是如此，何妨翻云覆雨，浅斟低吟盛世荣华曲，方不悔来人世走一遭  每15张粉红票，加更一章","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:09:22 UTC"
"32CAVSKPCE4AEWGVYWK81TC4XFTU1N","我要做皇帝","受命于天，既寿永昌。  朕奋三世之余烈，用天下之大义，乃执三尺剑，以做天下王。  朝鲜卫氏王头已悬汉北阙。  南越赵氏纳土内附。  中央帝国，天朝上国，即将成型。  但这还不够！  朕的眼睛里，现在只有匈奴！  帅师伐国，北擒单于问罪于朕前！  ……………………………………  请关注微信公众号：要离刺荆轲，更多番外，更多交流，更多沟通。  除此之外，还有福利与彩蛋哦~","male","A2NJTYYY37DNO","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:09:26 UTC"
"3P0I4CQYVYM82SC1ZYXKVDA9B6EWOB","御佛","作为一个有理想有抱负的妖，  信仰是必不可少的。  但是，和尚，  我可以不信佛么？  作为一朵来头很大，实力很差的莲花，  她实在不想被佛坐在屁股底下，  所以，和尚，  咱们别信佛了，成魔算了~  ☆系列故事《半劫小仙》已完成","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:50:47 UTC"
"3VLL1PIENQ3CWNH6ALHRUH4RS8IZO4","朱颜女将","她，赤穹国权倾朝野的慕府长女，暗夜里凌厉的女刺客，战场上果毅狠辣的女将。自小不爱红妆，只喜舞刀弄枪，九岁随父入战杀敌，从此决心屠戮沙场，快意人生。却不想一朝父亲离奇失踪，手中军权被收，门下之人纷纷倒戈，她一人扛起家族，寻找父亲，以及阴谋背后的真相......  纵然骄傲自负，却甘心为一人尽露小女儿情态，纵使那人是敌国将军，仍是义无反顾，只愿与他披荆斩棘，执手前行。  终有一日，一个个连环圈套以及爱人的背叛令她身心俱伤，而她也终于发觉，身边始终另有一个身影，世人皆道此人冷血无情，他却独独给予自己温暖的陪伴，无言地守护，也只有面对他时，她可以卸下所有面具。这一次，她可会放下心中的执念，执手于他？","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:36:54 UTC"
"3ROUCZ907F90XJ3Z8C6AEJXN84FOOR","天醒之路","冲、鸣、气、枢、力、精、英。  魄之七力！  感知七魄，造就无数强者。  然而，一家不起眼的学院里，少年却面临着被驱逐的危机……","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:10:49 UTC"
"3K8CQCU3KEGQK7CPYJX7GOA4LW9NWN","衣香","秋水丰神冰玉肤，等闲一笑国成芜，薛家九小姐艳冠京华。  可美丽是她最沉重的负担。  兢兢业业，只求衣香鬓影的繁华里，孑然独立。","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:51:07 UTC"
"302U8RURJZGD5ICK89SBUMRQEN7VNL","盛唐无妖","穿过盛世大唐茶都还没喝一口被迫上了花轿遇上了口味比较重的山村女鬼...  老师傅：姑娘，世上竟有你这般如此骨骼精奇、命格贵重、百邪不侵...  顾曳：说人话  老师傅：你命硬，可驱邪，上吧！  PS：新书《我只想种田》，17.12.01日上线，现代种田顺便快穿文，说什么都是虚的，自己过去看看呗~~  （读者请加总群二七二三三零四二零，也可添加审核群五九零六五三四八三，凭一万八粉丝值进VIP群，不满一万八但是满一千神情VIP预备群五三九九八零零零七）","female","A8TIL9U6YHG5","女性读者","A2WGW5Y3ZFBDEC","男性读者","No","no_agreement","2018-02-04 21:58:58 UTC"
"3VDI8GSXAF89KEZLDC46COYL2DKG8T","游医","急诊科小实习顾念穿越重生为惨遭灭门的医家小孤女柳依依。  为报仇，也为生存，女扮男装。  化身游方郎中，藏身江湖，寻找仇人。  与哥们姐们打打闹闹，还得提防被识破身份。  喝酒不敢多，同床不敢睡，温泉不敢泡，鞋袜不敢脱。  真？哥们执酒纳闷：我这兄弟怎么从不脱衣睡觉？  伪？哥们咬牙捶床：混蛋，又不洗脚就上床。  真？姐们丝帕绕指：念哥儿会不会喜欢我今天搽的胭脂？  伪？姐们媚眼如丝：要不要泼他杯水偷个抱抱？  前？未婚夫意气风发：念弟，我订亲了，她长得很像柳妹。  顾念咬着狗尾巴草：哦，恭喜。","female","A2WGW5Y3ZFBDEC","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:10:58 UTC"
"3SR6AEG6W582ZGLEAMKIW1YOAS0YHO","胡笳","【起点女生网一组B班签约作品】  陆判对她前世的评价用三个词概括了  油嘴滑舌，不学无术，好吃懒做  孟婆说，我很疼爱你  于是，对她的自作聪明视而不见  现在，她恨跟与前世相关的一切  但如果再来一次，她要吃两颗孟婆药  书友一群：73538853夏微沫栀提供（已满）  书友二群：67212805绘仙小谢提供（非常感谢）  期待大家加入！  敲门砖：作者名，作品名，主角名都可。  旧文：《莫明其妙的穿越》请大家关注！  没人看我的新封面吗，绘仙小谢倾情制作，大家鼓掌！！！","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:49:53 UTC"
"3KG2UQJ0MJ3L0AG3MAY1OZSIXVSNQJ","末日随身","2012年12月22日星期六阴  我是个从不写日记的人，可是我觉得必须将现在发生的事情记录下来。  世界末日那天，2012年的12月21日下午，整个世界陷入了一片黑暗。  那块小玉佩不过是之前随手买下的东西，不贵，却隐藏着一个神秘的空间。  这是世界末日吗？我还不知道……  我甚至不知道明天会发生些什么。  这是我的日记，如果有一天，如果，这至少会成为我自己的一种印记吧。  也或许明天清晨，那个熟悉的朝阳会重新自东方升起，于是这日记就成了个笑话，谁知道呢。","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:34:55 UTC"
